item_id,name,category,slot,atk,def,price_buy,price_sell,effect,last_verified,era,obtain,damage_mul
item_233,なげきの盾,盾,,攻撃-40 守備+65 攻魔-40 魅力-100 盾ガード+20%,,-,"9,400",戦闘中に使うと敵1グループを混乱させ攻撃力も上がる_戦いで敵にねらわれにくくなる,2026/03/07,,,
item_234,ちからの盾,盾,,守備+40 盾ガード+7%,,"11,000","5,500",戦闘中に使うとHPを94～回復する,2026/03/07,,,
item_235,オーガシールド,盾,,攻撃+20 守備+20 盾ガード+3%,,"15,200","7,600",炎のダメージを10%減らす_氷のダメージを10%減らす,2026/03/07,,,
item_236,みかがみの盾,盾,,守備+48 魅力+32 盾ガード+8%,,"16,000","8,000",炎のダメージを10%減らす_雷のダメージを30%減らす,2026/03/07,,,
item_237,はめつの盾,盾,,守備+99 盾ガード+1%,,-,-,すべての属性ダメージを20%減らす_敵に与えた30%のダメージを自身も受ける,2026/03/07,,,
item_238,トルナードの盾,盾,,守備+60 盾ガード+10%,,-,-,ブレスダメージを30%減らす_戦闘中に使うと味方全員にブレス攻撃を跳ね返す風の守り,2026/03/07,,,
item_239,メタルキングの盾,盾,,守備+75 盾ガード+10%,,-,-,すべての属性ダメージを10%減らす,2026/03/07,,,
item_240,スライムトレイ青,盾,,守備+10 盾ガード+7%,,-,-,なし,2026/03/07,,,
item_241,メタスラの盾,盾,,守備+42 盾ガード+7%,,-,7000,全ての属性ダメージを5%減らす,2026/03/07,,,
item_242,はぐれメタルの盾,盾,,守備+54 盾ガード+9%,,-,-,すべての属性ダメージを7%減らす,2026/03/07,,,
item_243,ロトの盾,盾,,守備+90 盾ガード+12%,,-,-,戦闘中に使うと受けるダメージを50%減らし悪い効果から守る_炎氷闇のダメージを20%減らす,2026/03/07,,,
item_244,ほのおの盾,盾,,守備+50 盾ガード+8%,,-,5300,炎のダメージを20%減らす,2026/03/07,,,
item_245,スライムトレイ赤,盾,,守備+10 盾ガード+7%,,-,-,なし,2026/03/07,,,
item_246,スライムトレイ緑,盾,,守備+10 盾ガード+7%,,-,-,なし,2026/03/07,,,
item_247,スライムトレイ銀,盾,,守備+10 盾ガード+7%,,-,-,なし,2026/03/07,,,
item_248,皮のぼうし,兜,,守備+3,,65,32,なし,2026/03/07,,,
item_249,とんがりぼうし,兜,,守備+6,,70,35,なし,2026/03/07,,,
item_250,木のぼうし,兜,,守備+8,,120,60,なし,2026/03/07,,,
item_251,かいがらぼうし,兜,,守備+10,,250,125,なし,2026/03/07,,,
item_252,ふしぎなぼうし,兜,,守備+32 攻魔+27,,-,-,消費MPを25%減らす,2026/03/07,,,
item_253,毛皮のフード,兜,,守備+21,,900,450,なし,2026/03/07,,,
item_254,ちしきのぼうし,兜,,MP+30 攻魔+30 回復魔+30,,-,-,なし,2026/03/07,,,
item_255,シルクハット,兜,,守備+23 魅力+29,,-,"3,000",なし,2026/03/07,,,
item_256,キャプテンハット,兜,,HP+10 守備+38 素早さ+28 魅力+40,,"4,200","2,100",マヒを50%で防ぐ,2026/03/07,,,
item_257,やまびこのぼうし,兜,,守備+25 攻魔+15 回復魔+15,,-,"3,850",となえた呪文が10%でやまびことなってこだまする,2026/03/07,,,
item_258,風のぼうし,兜,,守備+23 素早さ+15 魅力+40,,-,-,戦闘中に使うと確実に逃げられる_先制する確率が10%上がる,2026/03/07,,,
item_259,しあわせのぼうし,兜,,守備+35 攻魔+29 回復魔+29,,-,"10,000",移動中MPが5ずつ回復する,2026/03/07,,,
item_260,ヘアバンド,兜,,守備+5 攻魔+5,,150,75,なし,2026/03/07,,,
item_261,ターバン,兜,,守備+15 攻魔+7 回復魔+7,,610,305,なし,2026/03/07,,,
item_262,ぎんのかみかざり,兜,,守備+30 魅力+30,,"3,600","1,800",なし,2026/03/07,,,
item_263,うさみみバンド,兜,,守備+19 攻魔+9 回復魔+10 魅力+19,,"1,300",650,なし,2026/03/07,,,
item_264,てつなべ,兜,,守備+50 素早さ-50 魅力-50,,-,300,なし,2026/03/07,,,
item_265,てつかぶと,兜,,守備+16,,800,400,なし,2026/03/07,,,
item_266,スライムのかんむり,兜,,HP+10 守備+15,,-,-,なし,2026/03/07,,,
item_267,てっかめん,兜,,守備+25,,"2,100","1,050",なし,2026/03/07,,,
item_268,バイキングメット,兜,,HP+5 守備+30,,"4,000","2,000",なし,2026/03/07,,,
item_269,プラチナヘッド,兜,,守備+36 魅力+20,,"5,000","2,500",なし,2026/03/07,,,
item_270,バーサカヘルム,兜,,攻撃+52 守備+42,,-,-,装備していると幻につつまれる,2026/03/07,,,
item_271,知力のかぶと,兜,,守備+43 攻魔+29 回復魔+29,,-,"10,500",なし,2026/03/07,,,
item_272,黄金のティアラ,兜,,守備+52 魅力+76,,-,-,混乱を80%で防ぐ_即死を80%で防ぐ,2026/03/07,,,
item_273,デュゴンのかぶと,兜,,守備+48,,"8,700","4,350",呪文封印を80%で防ぐ_混乱を80%で防ぐ,2026/03/07,,,
item_274,グレートヘルム,兜,,HP+20 守備+50,,-,-,なし,2026/03/07,,,
item_275,フエーゴのかぶと,兜,,守備+56 魅力+51,,-,-,眠りを80%で防ぐ_混乱を80%で防ぐ,2026/03/07,,,
item_276,メタルキングヘルム,兜,,守備+70,,-,-,眠りを50%で防ぐ_呪文封印を50%で防ぐ,2026/03/07,,,
item_277,はんにゃのめん,兜,,攻撃+255,,-,-,装備していると戦闘中常に混乱状態になる,2026/03/07,,,
item_278,風のマント,装飾品,,素早さ+20 みかわし率+12%,,-,-,なし,2026/03/07,,,
item_279,はがねのかぶと,兜,,守備+41,,"6,000","3,000",なし,2026/03/07,,,
item_280,真ふしぎなぼうし,兜,,守備+35 攻魔+39,,-,-,あくま系の敵へ与えるダメージが30%増える,2026/03/07,,,
item_281,太陽のかんむり,兜,,守備+52 攻魔+35 回復魔+35,,-,-,眠りを50%で防ぐ_混乱を50%で防ぐ,2026/03/07,,,
item_282,ほしふるうでわ,装飾品,,素早さ+100,,-,2500,なし,2026/03/07,,,
item_283,メガンテのうでわ,装飾品,,守備+10,,-,2500,装備者がちからつきると砕けちりメガンテが発動する,2026/03/07,,,
item_284,メガザルのうでわ,装飾品,,守備+10,,-,2500,装備者がちからつきると砕けちりメガザルが発動する,2026/03/07,,,
item_285,きんのブレスレット,装飾品,,守備+7 魅力+9,,-,5000,なし,2026/03/07,,,
item_286,ごうけつのうでわ,装飾品,,攻撃+20,,-,2250,なし,2026/03/07,,,
item_287,おしゃれなバンダナ,装飾品,,守備+5 魅力+22,,-,250,なし,2026/03/07,,,
item_288,しっぷうのバンダナ,装飾品,,守備+14 素早さ+23,,970,485,なし,2026/03/07,,,
item_289,古びたメガネ,装飾品,,守備+1,,-,-,なし,2026/03/07,,,
item_290,インテリメガネ,装飾品,,攻魔+15 回復魔+15 魅力+15,,-,850,なし,2026/03/07,,,
item_291,ちょうネクタイ,装飾品,,守備+2 魅力+25,,1500,750,なし,2026/03/07,,,
item_292,ガーターベルト,装飾品,,守備+16 魅力+30,,1800,900,なし,2026/03/07,,,
item_293,あみタイツ,装飾品,,守備+10 魅力+19,,-,450,なし,2026/03/07,,,
item_294,ガラスのくつ,装飾品,,魅力+60,,-,3000,なし,2026/03/07,,,
item_295,しあわせのくつ,装飾品,,素早さ+10 魅力+10,,-,2000,移動中 経験値を 30ずつ得る,2026/03/07,,,
item_296,超しあわせのくつ,装飾品,,素早さ+39 魅力+30,,-,-,移動中経験値を300ずつ得る,2026/03/07,,,
item_297,いのりのゆびわ,装飾品,,守備+10 魅力+15,,-,1500,戦闘中に使うとMPをすこし回復する,2026/03/07,,,
item_298,ちからのゆびわ,装飾品,,攻撃+8,,-,1250,なし,2026/03/07,,,
item_299,命のゆびわ,装飾品,,HP+10 守備+10,,-,6000,移動中 HPが10ずつ回復する,2026/03/07,,,
item_300,はやてのリング,装飾品,,守備+10 素早さ+32,,-,1550,なし,2026/03/07,,,
item_301,女神のゆびわ,装飾品,,守備+10 回復魔+15,,-,-,移動中MPが10ずつ回復_眠りを50%で防ぐ,2026/03/07,,,
item_302,ほしのかけら,装飾品,,魅力+5,,1000,500,戦闘中に使うと敵1体を混乱させる,2026/03/07,,,
item_303,ピンクパール,装飾品,,MP+10 守備+5 魅力+10,,1500,750,なし,2026/03/07,,,
item_304,うさぎのしっぽ,装飾品,,素早さ+10 魅力+20,,-,300,倒した敵がアイテムを落としやすくなる,2026/03/07,,,
item_305,人魚の月,装飾品,,魅力+40,,-,-,戦闘中に使うと味方ひとりの混乱をなおす,2026/03/07,,,
item_306,スライムピアス,装飾品,,守備+5 魅力+10,,400,200,なし,2026/03/07,,,
item_307,まもりのルビー,装飾品,,守備+20 魅力+5,,-,3000,なし,2026/03/07,,,
item_308,ラッキーペンダント,装飾品,,守備+5 みかわし率+5%,,-,-,悪い効果を20%で防ぐ,2026/03/07,,,
item_309,大地のアミュレット,装飾品,,HP+20 守備+40,,-,-,戦闘中に使うと巨大な岩石を生みだし敵全体を攻撃_雷のダメージを20%減らす,2026/03/07,,,
item_310,炎のアミュレット,装飾品,,攻撃+30 魅力+10,,-,-,戦闘中に使うと火柱を立て敵1体を攻撃_炎のダメージを20%減らす,2026/03/07,,,
item_311,水のアミュレット,装飾品,,MP+20 攻魔+20 回復魔+20 魅力+20,,-,-,戦闘中に使うと攻撃を1度だけ完全に防ぐ_氷のダメージを20％減らす,2026/03/07,,,
item_312,風のアミュレット,装飾品,,素早さ+60 魅力+60,,-,-,戦闘中に使うと真空の刃で敵全体を攻撃_風のダメージを20%減らす,2026/03/07,,,
item_313,ヒーローベルト,装飾品,,魅力+50,,-,-,移動中HPとMPが3ずつ回復する,2026/03/07,,,
item_314,おおきづちの心,心,,会心率+10%,,,,10,2026/03/07,,,
item_315,ゴーレムの心,心,,効果,,,,戦闘中1度だけ、ちからつきずにHP1で踏みとどまる,2026/03/07,,,
item_316,スライムの心,心,,みかわし率+10%,,,,10%,2026/03/07,,,
item_317,ゴールドマンの心,心,,,,,,戦闘で獲得するゴールドが50%増える,2026/03/07,,,
item_318,メタルスライムの心,心,,,,,,戦闘で獲得する経験値が20%増える,2026/03/07,,,
item_319,リリパットの心,心,,,,,,ばつぐんの時敵に与えるダメージが20%増える,2026/03/07,,,
item_320,ねこまどうの心,心,,,,,,呪文暴走率が10%増える,2026/03/07,,,
item_321,インプの心,心,,,,,,MPが半分以下の時まほうの小ビン所持でターン開始時に自動で使用,2026/03/07,,,
item_322,ブラウニーの心,心,,,,,,「気合いため」を使うと、次の技の威力がさらに増える,2026/03/07,,,
item_323,バブルスライムの心,心,,,,,,攻撃時10%で敵を猛毒にする,2026/03/07,,,
item_324,ホイミスライムの心,心,,,,,,自分の行動が来るたびにHPが10回復する,2026/03/07,,,
item_325,はぐれメタルの心,心,,,,,,敵から受けるダメージがたまに1になる,2026/03/07,,,
item_326,メタルキングの心,心,,,,,,装備しているとメタル系のモンスターに遭遇しやすくなる,2026/03/07,,,
item_327,サボテンボールの心,心,,,,,,物理攻撃で受けたダメージの100%をはね返す,2026/03/07,,,
item_328,リップスの心,心,,,,,,戦闘開始時魅力がかなり上がる,2026/03/07,,,
item_329,どろにんぎょうの心,心,,MP吸収率+10%,,,,10%,2026/03/07,,,
item_330,ジャガーメイジの心,心,,,,,,呪文が暴走すると与えるダメージや回復量が50%増える,2026/03/07,,,
item_331,あらくれの心,心,,,,,,HPが半分以下の時やくそう所持で ターン開始時に自動で使用,2026/03/07,,,
item_332,さんぞくの心,心,,,,,,HPが半分以下の時上やくそう所持でターン開始時に自動で使用,2026/03/07,,,
item_333,ライオンヘッドの心,心,,,,,,フィールドやダンジョンでモンスターが逃げやすくなる,2026/03/07,,,
item_334,キラーストーカーの心,心,,,,,,モンスターの背後からフィールドアタックすると先制しやすくなる,2026/03/07,,,
item_335,おどるほうせきの心,心,,,,,,戦いで敵にねらわれやすくなる,2026/03/07,,,
item_336,シャドーサタンの心,心,,,,,,最大HPが半分になり敵に与えるダメージが20%増える,2026/03/07,,,
item_337,ポンコツ兵の心,心,,,,,,自分のターンが来るたびにランダムな能力がかなり上がるか下がる,2026/03/07,,,
item_338,マージインプの心,心,,,,,,MPが半分以下の時まほうのせいすい所持でターン開始時に自動で使用,2026/03/07,,,
item_339,がいこつけんしの心,心,,,,,,攻撃が連続ヒットするほど威力が上がる,2026/03/07,,,
item_340,ネクロバルサの心,心,,,,,,敵が状態異常の時与えるダメージが 30%増える,2026/03/07,,,
item_341,ダンビラムーチョの心,心,,,,,,HPが25%以下の時 物理攻撃の威力が50%増える,2026/03/07,,,
item_342,ギガントドラゴンの心,心,,,,,,最大MPが半分になり 最大HPが30%増える,2026/03/07,,,
item_343,ジェリーマンの心,心,,,,,,敵に悪い効果を与えやすくなる,2026/03/07,,,
item_344,サイクロプスの心,心,,,,,,会心の一撃の威力が30%増える,2026/03/07,,,
item_345,ドラゴンの心,心,,,,,,HPがまんたんの時 受けるダメージが半分になる,2026/03/07,,,
item_346,いどまじんの心,心,,,,,,HPが25%以下の時 受けるダメージを50%減らす,2026/03/07,,,
item_347,だいまどうの心,心,,,,,,呪文や特技のMP消費が2倍になる,2026/03/07,,,
item_348,ヘルジュラシックの心,心,,,,,,必ず最初に行動できるようになる,2026/03/07,,,
item_349,ベホマスライムの心,心,,,,,,回復系呪文の回復量が50%増える,2026/03/07,,,
item_350,キラーパンサーの心,心,,,,,,HPがまんたんの時 物理攻撃の威力が30%増える,2026/03/07,,,
item_351,どうくつまじんの心,心,,,,,,3ターンに1度すべての攻撃を受けつけなくなる,2026/03/07,,,
item_352,かみさまの心,心,,,,,,戦闘開始時バーストチャージ状態になる,2026/03/07,,,
item_353,竜王の心,心,,,,,,「ドラゴン呼び」でたまに竜王を呼びよせるようになる,2026/03/07,,,
item_354,シドーの心,心,,,,,,HPが25％以下の時ターン開始時にベホマが発動する,2026/03/07,,,
item_355,ゾーマの心,心,,,,,,戦闘開始時に闇の衣をまといダメージを300軽減する,2026/03/07,,,
item_356,タイムマスターの心,心,,,,,,良い効果の継続ターンを1ターン増やす(職業とくせい効果は増えない),2026/03/07,,,
item_357,ナイトリッチの心,心,,,,,,装備者が蘇生された時攻撃力と呪文の威力がかなり上がる,2026/03/07,,,
item_358,トロルの心,心,,,,,,最大MPが0になるがちからが2倍になる,2026/03/07,,,
item_359,神竜の心,心,,,,,,5ターン経過するとすべての能力が超アップ！,2026/03/07,,,
