skill_id,name,type,element,mp,power,hit,target,notes,last_verified,damage_mul
sk_184,凶暴のきり,特技,-,6,,1,敵1グループ,効果:敵1グループを混乱させて攻撃力を上げる_職業:まもの使い(★5),2026/02/07,
sk_185,ケモノ呼び,特技,-,16,,-,味方ひとり,効果:けもの系の中から頼れる仲間を呼びよせる_職業:まもの使い(★6),2026/02/07,
sk_186,ドラゴン呼び,特技,-,24,,-,味方ひとり,効果:ドラゴン系の中から最強の仲間を呼びよせる_職業:まもの使い(★8),2026/02/07,
sk_187,パワフルスロー,特技,-,4,,1,敵全体,効果:全力で投げつけすべての敵に等しくダメージ_職業:海賊(★1),2026/02/07,1.3
sk_188,ぶんまわし,特技,-,4,,1,敵1グループ,効果:振りまわした武器で敵1グループをなぎ払う_職業:海賊(★3),2026/02/07,1.5
sk_189,鉄甲斬,特技,-,9,,1,敵1体,効果:敵の守備力を下げることもある強烈な一撃_職業:海賊(★4),2026/02/07,1.5
sk_190,オノむそう,特技,-,12,,1,敵1グループ,効果:敵1グループを粉砕する渾身の大技_職業:海賊(★6),2026/02/07,2.2
sk_191,砲弾投げ,特技,-,12,,1,敵全体,効果:敵全体に炸裂する砲弾をぶん投げる_職業:海賊(★7),2026/02/07,
sk_192,蒼天魔斬,特技,-,12,,1,敵1体,効果:敵1体をたまにマヒさせる気合の大技_職業:海賊(★8),2026/02/07,3
sk_193,ビッグシールド,特技,-,3,,-,自分,効果:盾ガード率が大幅に上がる守りのかまえ_職業:パラディン(★4),2026/02/07,
sk_194,ミラクルシールド,特技,-,4,,-,自分,効果:盾ガード時にHPを回復するようになる_職業:パラディン(★4),2026/02/07,
sk_195,しんくうは,特技,風,10,,1,敵全体,効果:しんくうの刃で敵全体を切り裂く_職業:パラディン(★5),2026/02/07,
sk_196,ゴッドスマッシュ,特技,-,10,,1,敵1体,効果:神の閃光とともに敵1体を打ち抜く。会心が出やすい_職業:ゴッドハンド(★1),2026/02/07,
sk_197,きょうふう,特技,-,8,,-,味方全員,効果:仲間全員にブレス攻撃を跳ね返す風の守り_職業:ゴッドハンド(★2),2026/02/07,
sk_198,閃光斬,特技,光,16,,1,敵全体,効果:かがやく光の剣で敵全体を斬る必殺剣_職業:ゴッドハンド(★3),2026/02/07,
sk_199,天地のかまえ,特技,-,12,,-,敵1グループ,効果:物理攻撃をいなし敵1グループにどとうの反撃_職業:ゴッドハンド(★5),2026/02/07,
sk_200,心眼一閃,特技,-,8,,1,敵1体,効果:敵1体に必ず命中する居合抜きの一閃_職業:ゴッドハンド(★6),2026/02/07,2.5
sk_201,ひばしら,特技,炎,8,,1,敵1体,効果:火柱を立て敵1体を焼きつくす_職業:天地雷鳴士(★1),2026/02/07,
sk_202,魔力の息吹,特技,-,0,,-,自分,効果:魔法の風をまとい自分のMPをすこしずつ回復_職業:天地雷鳴士(★4),2026/02/07,
sk_203,いてつくはどう,特技,-,18,,-,敵全体,効果:敵全体のよい効果をかき消す_職業:勇者(★7),2026/02/07,
sk_204,ギガブレイク,特技,光,40,,1,敵全体,効果:稲妻のやいばで敵全体を打ち払う勇者の必殺剣_職業:勇者(★8),2026/02/07,
sk_205,ガードカウンター,特技,-,4,,-,自分,効果:盾ガード成功で相手にカウンター_職業:神の兵士(★8),2026/02/07,
sk_206,勇者の光,特技,光,0,,1,敵1体,効果:破邪の光で敵1体の動きを止め雷耐性を下げる_職業:勇者のバースト効果中のみ使用可能,2026/02/07,
sk_207,勇者の盾,特技,-,0,,-,味方全員,効果:仲間全員を守護し状態異常に強くする破邪の光陣をしく_職業:勇者のバースト効果中のみ使用可能,2026/02/07,
